EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,birthorder,birthnum,birthorderratio,Extroversion
2,1,1,1,4,4,2,0,1,0,5,5,1,1.6
1,0,3,1,1,1,1,0,1,0,3,3,1,0.9
2,3,2,1,2,3,1,1,4,1,2,2,1,2
2,3,4,3,4,1,3,3,4,3,1,1,1,3
5,0,5,4,5,2,5,4,5,4,1,1,1,3.9
3,1,2,1,3,3,2,1,3,2,1,1,1,2.1
2,0,2,1,1,3,1,0,2,0,1,1,1,1.2
4,2,2,1,3,3,2,2,4,1,2,2,1,2.4
2,2,3,0,2,1,1,0,1,0,1,1,1,1.2
5,4,5,3,5,4,4,3,5,3,2,2,1,4.1
4,4,4,4,5,4,5,4,5,4,1,1,1,4.3
2,3,4,0,4,3,2,0,2,1,3,3,1,2.1
5,2,4,2,4,2,4,4,5,3,2,2,1,3.5
1,3,3,3,2,3,1,2,4,0,2,2,1,2.2
2,4,3,2,4,4,2,2,3,4,3,3,1,3
1,4,3,2,4,3,2,1,2,1,1,1,1,2.3
1,1,2,0,3,0,1,1,5,0,2,2,1,1.4
1,0,2,1,2,3,1,0,2,0,1,1,1,1.2
2,0,2,1,1,1,1,1,2,0,2,2,1,1.1
2,2,3,2,3,2,2,2,3,2,1,1,1,2.3
3,3,4,2,4,3,4,3,4,2,3,3,1,3.2
1,0,1,0,1,0,1,0,1,0,2,2,1,0.5
1,1,1,1,2,4,1,1,2,0,2,2,1,1.4
1,0,2,0,1,1,1,0,1,0,2,2,1,0.7
3,2,2,0,4,3,1,0,2,0,2,2,1,1.7
3,4,4,3,4,3,3,0,1,2,1,1,1,2.7
2,2,4,3,4,3,2,1,4,1,6,6,1,2.6
3,3,3,1,3,2,2,1,1,0,2,2,1,1.9
4,4,5,1,5,3,3,4,4,3,2,2,1,3.6
4,2,4,3,3,4,4,2,4,2,2,2,1,3.2
5,1,2,1,4,1,4,0,3,1,2,2,1,2.2
2,2,4,5,3,3,1,1,2,0,2,2,1,2.3
1,1,1,0,1,1,1,0,1,0,3,3,1,0.7
4,4,4,1,2,3,4,0,4,1,2,2,1,2.7
3,1,5,1,4,4,5,1,5,1,2,2,1,3
4,4,5,2,5,3,5,3,5,1,2,2,1,3.7
2,1,4,3,5,4,4,1,4,1,2,2,1,2.9
1,3,2,0,4,1,4,1,2,2,2,2,1,2
2,3,2,3,2,3,2,3,2,1,4,4,1,2.3
1,0,2,0,1,0,1,0,1,0,1,1,1,0.6
1,1,5,0,1,0,2,0,1,0,1,1,1,1.1
1,2,3,1,4,3,3,2,3,1,2,2,1,2.3
3,4,2,3,5,4,4,2,4,2,1,1,1,3.3
2,1,2,1,2,1,1,1,1,1,2,2,1,1.3
4,2,4,2,4,2,4,1,3,1,1,1,1,2.7
3,3,4,2,3,3,3,3,3,0,2,2,1,2.7
1,1,2,1,2,2,1,0,1,1,5,5,1,1.2
4,4,5,4,5,4,5,3,5,3,1,1,1,4.2
4,4,4,2,5,4,5,3,5,0,2,2,1,3.6
1,3,4,2,2,4,1,1,3,1,3,3,1,2.2
4,3,4,2,3,2,1,3,4,3,5,5,1,2.9
2,4,4,3,5,4,3,3,3,2,3,3,1,3.3
5,4,5,4,5,4,5,3,5,3,3,3,1,4.3
1,2,2,2,2,3,2,1,3,0,3,3,1,1.8
1,2,2,1,3,4,1,1,2,2,3,3,1,1.9
1,2,1,0,3,1,1,0,1,0,1,1,1,1
2,3,3,1,2,4,1,2,4,1,3,3,1,2.3
4,2,4,3,4,3,4,4,4,1,1,1,1,3.3
3,1,3,2,2,2,2,3,4,3,2,2,1,2.5
2,2,3,2,3,2,2,1,3,0,3,3,1,2
1,2,2,2,4,2,2,3,2,1,2,2,1,2.1
2,2,3,1,4,3,4,3,4,1,2,2,1,2.7
3,2,4,2,2,1,5,0,2,0,2,2,1,2.1
1,0,2,0,2,3,1,1,1,0,3,3,1,1.1
3,3,4,1,3,2,2,1,4,1,1,1,1,2.4
5,3,4,3,4,4,5,3,5,3,3,3,1,3.9
3,3,5,3,4,4,4,2,4,4,3,3,1,3.6
4,3,4,2,4,4,3,3,4,3,2,2,1,3.4
4,2,3,2,2,3,1,0,3,0,2,2,1,2
3,4,3,3,3,4,1,3,4,2,2,2,1,3
4,3,4,3,4,3,4,2,4,3,3,3,1,3.4
4,4,5,4,4,4,4,3,5,1,2,2,1,3.8
4,2,5,1,5,3,5,2,5,2,2,2,1,3.4
2,3,2,3,2,3,4,1,1,1,3,3,1,2.2
4,3,4,3,4,3,4,3,5,3,3,3,1,3.6
5,4,5,2,5,4,5,4,5,4,1,1,1,4.3
4,2,4,2,4,3,4,1,2,1,3,3,1,2.7
3,2,4,3,4,4,3,1,2,3,2,2,1,2.9
2,0,4,1,3,1,1,0,1,0,2,2,1,1.3
1,0,2,0,1,1,1,0,1,0,2,2,1,0.7
3,3,4,3,5,3,4,1,3,1,10,10,1,3
4,3,4,3,4,3,4,2,4,3,2,2,1,3.4
4,0,2,3,3,1,2,1,4,0,2,2,1,2
2,2,3,1,3,3,2,1,2,1,2,2,1,2
4,3,4,2,4,3,4,3,4,3,1,1,1,3.4
2,1,2,1,3,2,1,0,4,0,1,1,1,1.6
2,2,2,1,2,3,1,1,3,1,2,2,1,1.8
1,0,2,0,2,1,1,0,1,0,3,3,1,0.8
5,4,4,4,4,4,4,3,4,3,1,1,1,3.9
1,0,1,0,1,0,1,0,2,0,2,2,1,0.6
3,3,4,4,0,3,4,2,4,2,2,2,1,2.9
3,4,3,2,5,4,3,0,3,4,4,4,1,3.1
1,2,2,1,2,2,1,3,2,1,1,1,1,1.7
5,4,5,4,5,4,5,4,5,4,1,1,1,4.5
4,3,4,2,4,3,4,1,3,3,2,2,1,3.1
1,3,4,2,4,1,2,2,4,1,3,3,1,2.4
2,3,5,3,2,4,2,4,5,3,3,3,1,3.3
1,1,2,0,2,4,1,1,2,0,1,1,1,1.4
1,1,2,2,4,1,2,1,2,1,3,3,1,1.7
3,3,4,4,5,4,1,3,5,1,2,2,1,3.3
2,3,5,1,4,4,2,1,2,1,4,4,1,2.5
4,4,5,3,5,4,4,3,2,3,4,4,1,3.7
4,1,2,1,3,1,2,1,1,1,2,2,1,1.7
2,0,2,1,2,1,2,1,2,0,3,3,1,1.3
4,3,4,3,4,4,4,3,5,1,3,3,1,3.5
2,2,3,2,2,2,2,1,2,0,2,2,1,1.8
2,2,2,0,2,3,1,0,4,0,3,3,1,1.6
3,3,5,4,4,4,4,3,4,4,1,1,1,3.8
1,2,2,1,2,3,1,1,1,0,1,1,1,1.4
2,2,3,1,2,4,1,2,5,1,4,4,1,2.3
2,3,4,1,4,2,1,0,1,1,1,1,1,1.9
4,1,4,2,4,1,2,0,4,0,2,2,1,2.2
3,4,3,3,4,3,2,3,3,1,4,4,1,2.9
5,3,4,3,4,4,5,3,4,3,1,1,1,3.8
1,0,1,0,1,3,1,0,1,0,2,2,1,0.8
2,3,3,2,2,3,1,1,4,2,2,2,1,2.3
1,2,3,1,4,4,2,1,2,3,2,2,1,2.3
4,2,3,2,3,2,3,1,2,1,1,1,1,2.3
4,3,3,2,5,4,4,2,4,3,3,3,1,3.4
4,4,4,3,4,2,5,2,0,2,2,2,1,3
5,0,5,4,5,0,5,4,5,4,4,4,1,3.7
3,2,4,4,4,3,2,1,3,1,1,1,1,2.7
5,3,4,2,3,3,4,2,2,2,3,3,1,3
3,4,4,3,4,3,5,2,4,4,1,1,1,3.6
1,3,2,2,4,0,2,2,3,3,1,1,1,2.2
1,1,4,2,2,3,2,2,2,1,1,1,1,2
2,0,2,0,3,1,2,1,3,0,1,1,1,1.4
2,3,4,1,5,4,3,3,5,2,1,1,1,3.2
3,1,1,2,2,1,1,0,2,0,6,6,1,1.3
3,4,5,2,5,0,5,4,1,0,1,1,1,2.9
3,2,2,2,2,3,3,1,3,2,2,2,1,2.3
3,2,4,3,3,2,4,2,4,2,2,2,1,2.9
2,2,4,2,2,3,2,1,3,2,3,3,1,2.3
4,4,4,3,4,3,4,2,4,2,2,2,1,3.4
4,4,5,4,5,4,5,4,5,4,4,4,1,4.4
5,4,4,1,4,3,4,3,1,3,2,2,1,3.2
3,4,4,3,4,2,3,0,3,0,3,3,1,2.6
2,4,5,2,3,4,5,0,1,0,3,3,1,2.6
2,1,3,1,2,3,2,1,4,1,3,3,1,2
1,4,5,2,5,4,1,0,2,1,2,2,1,2.5
3,1,2,0,3,4,4,0,1,0,6,6,1,1.8
2,2,4,2,3,2,2,4,2,1,1,1,1,2.4
1,3,3,0,1,3,1,0,1,0,1,1,1,1.3
3,1,4,3,4,4,1,0,5,2,1,1,1,2.7
5,4,5,0,5,4,5,0,5,2,6,6,1,3.5
5,0,4,0,1,0,3,3,5,0,2,2,1,2.1
2,0,2,1,2,2,2,0,1,0,2,2,1,1.2
2,1,2,2,2,2,2,3,1,3,2,2,1,2
2,3,2,1,1,3,1,0,1,0,1,1,1,1.4
3,1,5,0,3,0,4,0,1,2,3,3,1,1.9
3,2,4,2,4,3,2,1,3,2,3,3,1,2.6
4,3,3,3,3,3,4,2,3,3,7,7,1,3.1
2,4,5,3,5,4,4,3,4,3,2,2,1,3.7
1,0,2,1,1,0,1,0,3,0,1,1,1,0.9
2,3,4,3,2,3,1,1,3,3,1,1,1,2.5
3,4,5,2,5,4,3,1,4,0,2,2,1,3.1
1,4,5,2,5,4,1,0,1,0,2,2,1,2.3
1,0,2,1,1,3,1,0,1,0,3,3,1,1
2,2,3,0,3,0,4,2,4,0,2,2,1,2
3,3,4,2,4,3,3,2,3,2,1,1,1,2.9
3,3,4,1,4,2,2,1,3,1,1,1,1,2.4
3,2,2,3,3,4,3,1,2,2,2,2,1,2.5
2,1,3,1,3,1,1,0,2,2,2,2,1,1.6
3,4,4,4,4,3,5,2,2,4,2,2,1,3.5
3,1,3,1,4,2,4,0,4,2,4,4,1,2.4
1,0,2,0,1,3,1,0,1,0,2,2,1,0.9
2,2,2,1,3,3,1,1,3,1,3,3,1,1.9
4,1,5,2,4,1,5,1,3,2,2,2,1,2.8
4,4,5,2,4,4,5,2,4,3,2,2,1,3.7
3,3,5,3,4,4,3,2,4,0,3,3,1,3.1
4,3,3,3,3,4,2,3,5,2,1,1,1,3.2
1,0,2,1,3,0,1,0,2,0,2,2,1,1
3,3,4,2,3,4,4,2,4,1,2,2,1,3
1,0,2,0,3,1,2,0,1,1,1,1,1,1.1
2,2,2,2,2,1,1,2,4,1,2,2,1,1.9
3,2,4,2,2,2,3,2,3,2,2,2,1,2.5
1,1,5,3,2,3,5,0,2,0,5,5,1,2.2
2,3,4,3,5,4,4,2,3,3,3,3,1,3.3
4,1,4,1,3,1,2,0,2,1,3,3,1,1.9
3,3,4,2,4,3,4,1,4,3,2,2,1,3.1
1,2,1,0,1,1,1,0,1,0,4,4,1,0.8
2,3,3,1,2,4,2,0,3,0,2,2,1,2
3,3,5,1,3,2,2,2,2,1,3,3,1,2.4
2,3,3,2,5,4,3,0,3,3,3,3,1,2.8
1,2,4,1,4,3,4,0,2,1,1,1,1,2.2
1,3,4,2,4,4,3,0,2,1,1,1,1,2.4
2,0,4,0,4,3,1,1,1,0,9,9,1,1.6
4,4,2,2,5,4,5,0,3,0,2,2,1,2.9
1,0,1,0,1,0,1,4,1,0,3,3,1,0.9
1,4,4,2,4,4,4,2,4,1,1,1,1,3
5,2,5,4,5,4,5,4,5,3,6,6,1,4.2
4,4,5,0,1,4,5,4,5,0,2,2,1,3.2
1,4,2,4,4,4,2,2,4,0,1,1,1,2.7
4,4,5,4,5,3,0,4,5,4,1,1,1,3.8
3,0,4,1,1,0,3,1,2,0,2,2,1,1.5
3,3,5,4,3,4,3,3,2,3,2,2,1,3.3
2,3,4,3,4,3,5,1,2,3,2,2,1,3
1,3,2,1,2,3,1,0,4,0,2,2,1,1.7
1,0,1,0,2,1,1,0,1,0,1,1,1,0.7
2,1,2,3,4,3,2,0,1,3,5,5,1,2.1
2,2,4,2,4,2,3,2,3,2,4,4,1,2.6
2,1,1,0,3,2,1,0,1,0,5,5,1,1.1
3,0,3,1,2,2,2,0,2,0,1,1,1,1.5
3,4,3,2,3,3,2,2,3,1,4,4,1,2.6
1,2,3,2,3,3,3,1,1,2,1,1,1,2.1
4,4,3,2,4,3,4,1,5,2,3,3,1,3.2
5,4,4,4,4,4,4,1,4,3,2,2,1,3.7
1,1,3,1,2,1,1,0,2,1,4,4,1,1.3
3,3,4,2,3,3,3,2,4,1,3,3,1,2.8
3,2,4,1,4,3,4,2,4,1,3,3,1,2.8
4,3,5,3,4,3,4,2,4,3,3,3,1,3.5
4,2,3,2,3,2,4,2,4,1,3,3,1,2.7
1,1,4,2,4,3,4,3,4,3,1,1,1,2.9
2,1,2,0,2,1,1,0,1,1,4,4,1,1.1
1,0,1,0,2,0,1,0,1,0,3,3,1,0.6
4,3,2,1,4,3,4,3,4,2,1,1,1,3
4,3,3,4,3,3,4,3,2,3,2,2,1,3.2
2,3,4,1,4,3,2,2,3,1,1,1,1,2.5
1,3,5,1,3,1,2,1,2,3,6,6,1,2.2
1,0,1,0,2,0,1,0,1,0,2,2,1,0.6
5,4,5,4,5,4,4,4,4,3,2,2,1,4.2
3,2,4,2,4,3,2,4,2,1,2,2,1,2.7
3,4,5,1,4,4,4,0,3,1,2,2,1,2.9
1,0,1,0,1,0,1,0,2,0,2,2,1,0.6
2,2,2,2,3,2,1,0,2,1,4,4,1,1.7
3,4,3,1,5,4,2,1,4,2,2,2,1,2.9
4,4,4,4,4,3,5,3,4,2,4,4,1,3.7
3,2,5,2,4,3,3,2,3,1,3,3,1,2.8
2,1,2,1,4,2,2,1,2,0,3,3,1,1.7
4,3,3,2,3,4,4,3,5,1,3,3,1,3.2
4,3,2,2,1,4,4,1,3,0,1,1,1,2.4
3,2,2,2,2,3,2,2,4,1,4,4,1,2.3
3,4,3,3,0,4,2,3,4,1,3,3,1,2.7
4,3,2,2,2,2,3,1,1,1,2,2,1,2.1
2,1,2,0,3,2,1,2,4,0,2,2,1,1.7
2,3,2,1,2,3,1,1,2,1,2,2,1,1.8
5,4,5,3,5,4,2,2,5,3,5,5,1,3.8
2,3,5,3,3,3,3,3,3,2,1,1,1,3
2,3,5,3,4,3,2,0,1,0,1,1,1,2.3
2,3,3,2,4,3,1,2,5,0,2,2,1,2.5
4,4,4,2,3,3,4,3,4,1,2,2,1,3.2
3,2,3,1,3,4,2,0,4,1,2,2,1,2.3
4,2,4,1,5,2,2,1,2,1,1,1,1,2.4
3,4,5,4,5,3,5,3,5,3,3,3,1,4
3,2,2,2,3,3,1,1,2,0,2,2,1,1.9
3,2,4,2,3,3,3,2,3,2,2,2,1,2.7
2,1,3,2,3,2,3,2,2,1,3,3,1,2.1
4,4,4,2,5,4,3,1,3,2,1,1,1,3.2
3,3,4,1,3,4,2,1,2,1,3,3,1,2.4
1,4,4,3,4,3,4,0,2,1,3,3,1,2.6
1,2,2,1,3,3,1,3,3,1,2,2,1,2
1,0,3,0,2,1,2,0,1,0,1,1,1,1
2,4,3,2,3,4,1,2,2,3,4,4,1,2.6
2,2,4,2,4,4,4,2,1,2,2,2,1,2.7
4,3,4,3,4,1,2,3,2,3,1,1,1,2.9
1,1,3,1,3,3,3,1,2,2,2,2,1,2
2,2,3,1,2,3,1,1,2,0,3,3,1,1.7
1,2,4,3,2,4,1,1,3,0,1,1,1,2.1
2,2,2,0,3,2,2,1,3,0,1,1,1,1.7
3,2,4,2,1,1,4,2,4,1,2,2,1,2.4
1,1,2,0,4,1,2,0,1,0,5,5,1,1.2
3,3,2,0,5,3,5,4,2,4,2,2,1,3.1
4,3,2,1,3,4,4,2,3,0,2,2,1,2.6
1,1,2,1,2,3,2,1,3,1,2,2,1,1.7
3,2,3,3,4,2,2,2,3,3,3,3,1,2.7
2,3,2,3,4,3,2,3,4,0,3,3,1,2.6
5,4,5,4,5,4,5,4,5,4,2,2,1,4.5
3,4,5,2,4,4,4,3,4,0,2,2,1,3.3
1,0,2,0,2,1,2,0,1,0,2,2,1,0.9
4,3,4,3,4,3,4,1,2,3,11,11,1,3.1
4,4,3,3,4,4,3,2,3,2,2,2,1,3.2
5,4,5,2,5,4,5,1,5,2,3,3,1,3.8
4,4,5,4,5,4,3,3,3,4,3,3,1,3.9
2,1,3,0,2,2,1,1,1,1,2,2,1,1.4
3,1,5,1,4,2,4,0,4,1,3,3,1,2.5
2,4,5,2,4,4,5,2,5,3,1,1,1,3.6
3,3,4,3,4,3,4,1,4,2,3,3,1,3.1
3,2,3,1,4,4,4,1,4,1,2,2,1,2.7
2,0,3,1,2,1,4,1,2,1,2,2,1,1.7
2,3,3,2,4,3,2,2,3,1,3,3,1,2.5
1,3,5,1,5,2,1,0,1,0,1,1,1,1.9
1,2,3,1,4,3,4,0,1,0,2,2,1,1.9
1,2,3,1,3,4,2,1,2,1,1,1,1,2
3,2,2,1,4,1,2,1,3,3,1,1,1,2.2
3,4,3,3,4,2,3,4,5,2,1,1,1,3.3
1,0,2,0,2,1,1,4,1,0,4,4,1,1.2
3,3,4,3,4,4,4,3,4,3,1,1,1,3.5
4,3,5,4,5,4,5,3,4,3,1,1,1,4
1,1,3,1,1,4,1,2,3,0,3,3,1,1.7
1,1,2,0,2,3,2,3,2,1,1,1,1,1.7
4,3,5,2,5,3,4,2,4,1,2,2,1,3.3
5,4,5,4,5,4,5,0,0,4,2,2,1,3.6
2,3,3,1,2,4,2,2,5,0,3,3,1,2.4
5,4,4,4,4,4,5,4,5,3,2,2,1,4.2
3,4,3,3,4,4,3,0,2,2,6,6,1,2.8
4,2,5,2,4,3,5,1,5,0,2,2,1,3.1
4,3,2,3,2,4,2,1,3,0,1,1,1,2.4
2,1,3,2,2,1,1,1,2,0,2,2,1,1.5
2,1,3,1,4,4,2,1,3,0,2,2,1,2.1
4,4,4,3,4,4,4,3,5,2,1,1,1,3.7
1,3,3,2,4,2,4,0,4,3,4,4,1,2.6
1,2,2,1,3,2,1,1,2,0,2,2,1,1.5
2,1,3,2,3,2,3,1,3,2,2,2,1,2.2
4,3,4,3,2,1,3,3,3,2,1,1,1,2.8
2,1,1,1,4,3,4,1,3,1,2,2,1,2.1
2,2,4,2,4,3,2,1,2,1,2,2,1,2.3
1,1,1,0,1,0,1,0,1,0,1,1,1,0.6
2,2,2,1,4,3,1,1,2,0,2,2,1,1.8
1,3,2,1,2,3,2,1,2,0,2,2,1,1.7
1,2,3,2,4,3,2,0,1,1,2,2,1,1.9
2,0,2,0,1,0,1,1,4,0,4,4,1,1.1
3,2,2,1,4,3,4,2,4,0,4,4,1,2.5
1,1,4,1,3,4,2,0,4,0,3,3,1,2
2,2,3,2,3,3,2,1,2,1,2,2,1,2.1
2,2,3,1,3,3,2,0,2,1,1,1,1,1.9
4,3,4,1,5,4,4,2,4,2,4,4,1,3.3
3,4,5,3,5,4,5,3,3,4,5,5,1,3.9
2,3,4,1,4,3,2,1,4,1,6,6,1,2.5
4,4,4,4,5,4,5,2,3,4,2,2,1,3.9
3,4,5,4,5,3,5,2,3,3,4,4,1,3.7
4,3,5,2,4,3,1,3,2,1,4,4,1,2.8
1,0,3,4,5,2,3,4,3,0,2,2,1,2.5
3,0,5,2,4,4,2,0,3,1,2,2,1,2.4
5,4,1,2,5,0,5,4,3,0,3,3,1,2.9
5,2,5,3,5,3,5,4,5,4,2,2,1,4.1
3,2,5,0,5,2,1,2,1,0,5,5,1,2.1
5,2,5,3,1,2,3,0,1,3,1,1,1,2.5
3,4,5,4,5,3,5,3,3,3,3,3,1,3.8
4,3,4,3,4,3,4,3,4,3,2,2,1,3.5
4,4,3,2,3,3,5,0,2,0,3,3,1,2.6
3,2,5,1,1,4,5,3,5,4,5,5,1,3.3
3,2,4,1,5,2,3,0,3,2,1,1,1,2.5
2,2,4,1,4,2,3,1,1,2,2,2,1,2.2
2,3,5,2,3,3,4,1,4,2,2,2,1,2.9
5,3,4,3,5,4,3,3,4,3,3,3,1,3.7
1,0,2,0,1,4,4,0,1,1,3,3,1,1.4
3,3,3,2,5,4,4,1,3,2,3,3,1,3
3,4,2,2,5,4,4,3,1,3,1,1,1,3.1
1,1,3,3,3,1,1,1,1,1,2,2,1,1.6
3,0,5,0,4,2,5,0,4,0,2,2,1,2.3
3,1,4,0,4,2,2,0,4,0,2,2,1,2
2,3,3,1,4,3,2,1,4,0,2,2,1,2.3
4,1,4,3,5,2,2,2,3,3,4,4,1,2.9
1,1,3,1,3,1,4,1,2,0,3,3,1,1.7
3,4,4,2,4,2,3,0,3,2,5,5,1,2.7
2,1,2,1,3,3,2,1,4,1,1,1,1,2
2,2,1,1,4,2,2,4,1,0,2,2,1,1.9
5,4,5,4,5,4,5,0,5,4,2,2,1,4.1
5,3,5,1,5,3,3,0,4,0,2,2,1,2.9
1,3,3,0,3,1,1,1,2,0,1,1,1,1.5
3,2,4,2,4,3,3,2,3,2,2,2,1,2.8
3,3,2,1,3,3,3,0,4,0,3,3,1,2.2
4,3,4,2,5,4,5,2,3,4,1,1,1,3.6
3,4,4,3,4,3,3,3,3,3,2,2,1,3.3
1,2,2,0,2,4,2,1,2,0,1,1,1,1.6
2,3,4,3,3,4,3,2,4,3,2,2,1,3.1
1,2,3,1,2,1,2,1,2,0,3,3,1,1.5
1,2,4,1,3,2,2,2,3,3,4,4,1,2.3
1,2,4,1,3,3,2,1,3,1,2,2,1,2.1
4,3,3,4,3,3,3,3,4,3,1,1,1,3.3
2,1,3,2,2,2,1,3,2,2,1,1,1,2
1,1,3,1,2,1,2,1,4,1,3,3,1,1.7
4,3,4,1,4,4,4,2,3,2,3,3,1,3.1
5,3,4,2,3,2,4,3,5,1,1,1,1,3.2
1,2,2,0,1,1,1,0,2,0,3,3,1,1
3,0,4,1,5,2,4,1,3,0,3,3,1,2.3
3,3,5,2,4,2,3,3,5,1,1,1,1,3.1
2,2,2,1,1,3,1,2,2,1,2,2,1,1.7
2,1,2,1,2,3,1,1,2,0,3,3,1,1.5
4,3,2,1,3,2,2,1,5,1,1,1,1,2.4
3,3,5,2,4,3,3,3,3,2,4,4,1,3.1
1,0,1,0,1,1,1,0,1,0,4,4,1,0.6
2,1,3,2,4,3,3,2,3,1,3,3,1,2.4
3,4,5,1,5,4,4,2,3,2,2,2,1,3.3
3,0,5,4,1,0,1,0,1,0,2,2,1,1.5
1,0,3,0,1,4,1,0,1,0,2,2,1,1.1
1,2,2,2,3,3,2,1,4,2,2,2,1,2.2
4,4,5,4,5,4,4,2,4,3,3,3,1,3.9
1,0,1,0,4,1,1,0,1,3,1,1,1,1.2
2,1,1,1,2,4,1,0,1,0,2,2,1,1.3
2,2,3,1,3,3,2,2,4,2,4,4,1,2.4
4,2,3,2,5,3,5,3,5,1,1,1,1,3.3
2,0,1,0,2,0,1,0,1,0,1,1,1,0.7
3,1,1,2,2,1,1,2,1,0,3,3,1,1.4
4,3,4,4,5,4,3,4,5,2,2,2,1,3.8
4,4,0,4,4,4,5,4,4,4,2,2,1,3.7
3,3,3,2,2,4,4,3,5,1,1,1,1,3
1,1,4,0,1,2,1,1,3,0,2,2,1,1.4
1,2,2,0,3,2,2,0,3,3,2,2,1,1.8
5,2,3,3,5,2,4,0,1,0,2,2,1,2.5
4,3,4,3,4,2,4,4,5,3,3,3,1,3.6
3,4,3,2,4,2,4,2,3,2,2,2,1,2.9
3,3,4,2,4,3,4,1,2,1,3,3,1,2.7
5,4,4,4,5,4,5,4,5,4,1,1,1,4.4
1,0,1,2,1,1,1,0,4,0,7,7,1,1.1
3,3,4,3,4,2,4,2,4,3,2,2,1,3.2
3,4,3,2,2,4,3,2,3,2,4,4,1,2.8
5,3,3,2,2,1,4,1,2,0,5,5,1,2.3
1,4,3,4,4,2,4,1,2,1,1,1,1,2.6
1,1,2,0,2,0,1,0,1,0,4,4,1,0.8
5,4,2,4,2,4,4,4,5,0,3,3,1,3.4
3,2,4,2,3,3,4,1,4,1,2,2,1,2.7
5,4,4,2,4,4,5,0,4,0,3,3,1,3.2
1,1,2,0,2,1,1,0,1,0,2,2,1,0.9
5,4,3,4,3,4,3,0,3,2,2,2,1,3.1
3,3,3,2,4,2,4,1,3,2,2,2,1,2.7
2,2,2,2,2,3,2,1,2,1,3,3,1,1.9
3,1,3,1,2,3,2,1,2,1,2,2,1,1.9
4,3,3,3,5,3,5,1,3,3,3,3,1,3.3
3,1,3,1,5,1,3,3,3,1,3,3,1,2.4
4,4,4,2,4,4,2,3,5,3,3,3,1,3.5
1,0,2,1,1,2,1,0,2,0,2,2,1,1
5,4,5,3,5,4,5,2,5,2,2,2,1,4
3,4,5,2,5,3,5,0,4,0,2,2,1,3.1
5,4,4,3,4,4,4,3,3,3,3,3,1,3.7
1,1,2,0,1,3,1,0,1,0,2,2,1,1
2,4,0,2,3,3,2,1,2,1,2,2,1,2
1,2,3,1,3,4,2,0,1,1,4,4,1,1.8
3,1,4,1,5,3,4,1,2,3,2,2,1,2.7
1,2,3,2,3,2,2,1,2,1,2,2,1,1.9
1,0,0,0,2,0,1,2,2,0,1,1,1,0.8
3,2,4,2,4,3,4,1,3,2,3,3,1,2.8
3,3,4,3,3,4,4,3,4,1,1,1,1,3.2
3,2,3,2,3,4,3,2,2,2,3,3,1,2.6
4,4,5,3,5,4,5,4,5,3,2,2,1,4.2
4,4,3,4,4,4,5,2,4,2,2,2,1,3.6
2,2,3,1,4,3,2,3,2,1,2,2,1,2.3
2,1,2,2,0,1,1,1,1,0,2,2,1,1.1
4,2,5,3,4,4,5,2,5,2,1,1,1,3.6
5,3,5,3,5,3,5,3,5,2,1,1,1,3.9
1,3,3,2,3,3,2,1,2,2,2,2,1,2.2
5,4,4,4,4,4,5,2,4,4,4,4,1,4
4,0,2,0,3,3,3,2,5,0,2,2,1,2.2
2,2,1,0,4,4,1,2,2,0,2,2,1,1.8
4,4,4,3,5,4,5,3,5,2,3,3,1,3.9
1,0,3,0,3,3,2,0,2,0,2,2,1,1.4
2,4,4,3,4,3,2,2,5,1,1,1,1,3
4,4,3,3,5,4,2,3,4,3,1,1,1,3.5
4,4,5,4,5,4,5,4,5,4,1,1,1,4.4
3,0,4,2,3,1,4,2,5,1,1,1,1,2.5
3,2,5,3,5,3,3,2,3,2,1,1,1,3.1
3,0,3,1,3,1,1,4,2,0,1,1,1,1.8
4,3,4,3,4,3,3,2,4,1,3,3,1,3.1
4,4,3,3,3,4,5,1,4,3,2,2,1,3.4
5,4,2,2,4,3,5,2,4,2,2,2,1,3.3
3,3,5,0,5,4,5,0,3,0,4,4,1,2.8
2,5,4,3,4,3,3,2,3,3,2,2,1,3.2
1,3,4,3,4,4,3,3,3,1,2,2,1,2.9
3,2,4,2,3,4,2,1,1,1,1,1,1,2.3
1,3,4,2,3,2,2,2,1,2,2,2,1,2.2
4,2,2,2,2,2,2,2,3,1,2,2,1,2.2
4,3,4,4,4,3,3,3,4,2,5,5,1,3.4
5,4,5,2,5,3,5,3,5,0,4,4,1,3.7
4,4,5,4,5,4,5,2,4,2,4,4,1,3.9
4,4,3,2,4,4,3,2,2,1,4,4,1,2.9
2,2,2,2,3,3,2,2,4,2,1,1,1,2.4
3,3,5,1,4,3,4,2,4,0,3,3,1,2.9
3,1,3,2,4,1,4,0,3,0,2,2,1,2.1
1,2,1,0,1,1,1,0,1,0,1,1,1,0.8
2,4,3,2,5,4,3,0,1,2,1,1,1,2.6
2,2,4,1,4,4,2,3,4,1,2,2,1,2.7
1,1,1,1,2,1,1,0,1,0,3,3,1,0.9
4,4,5,0,5,4,5,2,5,3,2,2,1,3.7
1,1,1,0,2,3,1,0,1,0,1,1,1,1
4,4,5,3,5,4,5,3,2,3,1,1,1,3.8
3,3,4,1,2,3,1,3,4,0,1,1,1,2.4
1,2,4,3,2,3,3,3,2,1,1,1,1,2.4
